EPA_ID,SITE_NAME,CITY,COUNTY,STATE,ZIP_CODE,LATITUDE,LONGITUDE,STATUS,LISTED_DATE,DELETED_DATE,CONTAMINANTS,EPA_URL
OKD007221831,FANSTEEL METALS/FMRI,MUSKOGEE,MUSKOGEE,OK,74403,35.77388,-95.305086,Final,2023-09-07,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=OKD007221831
OKD082471988,HUDSON REFINERY,CUSHING,PAYNE,OK,74023,35.985556,-96.779722,Final,1980-06-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=OKD082471988
OKD091598870,OKLAHOMA REFINING CO.,CYRIL,CADDO,OK,73029,34.898331,-98.193339,Final,1980-09-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=OKD091598870
OKD980629844,TAR CREEK (OTTAWA COUNTY),OTTAWA COUNTY,OTTAWA,OK,74339,36.943603,-94.841914,Final,1982-05-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=OKD980629844
OK1571724391,TINKER AIR FORCE BASE (SOLDIER CREEK/BUILDING 3001),OKLAHOMA CITY,OKLAHOMA,OK,73145,35.413973,-97.401494,Final,1980-01-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=OK1571724391
TXD007330053,GARLAND CREOSOTING,LONGVIEW,GREGG,TX,75602,32.442272,-94.710903,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD007330053
TXD008056152,TEXARKANA WOOD PRESERVING CO.,TEXARKANA,BOWIE,TX,75501,33.408331,-94.053339,Final,1984-12-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD008056152
TXD008091951,CONROE CREOSOTING CO.,CONROE,MONTGOMERY,TX,77301,30.318744,-95.435428,Final,1984-12-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD008091951
TXD008096240,JASPER CREOSOTING COMPANY INC.,JASPER,JASPER,TX,75951,30.933889,-93.9825,Final,1985-07-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD008096240
TXD008123168,ALCOA (POINT COMFORT)/LAVACA BAY,POINT COMFORT,CALHOUN,TX,77979,28.650833,-96.562222,Final,1980-11-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD008123168
TXD050299577,HART CREOSOTING COMPANY,JASPER,JASPER,TX,75951,30.893611,-93.995278,Final,1986-01-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD050299577
TXD055144539,GULFCO MARINE MAINTENANCE,FREEPORT,BRAZORIA,TX,77541,28.966847,-95.289656,Final,1981-01-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD055144539
TXD062113329,TEX-TIN CORP.,TEXAS CITY,GALVESTON,TX,77568,29.356667,-94.941667,Final,1979-11-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD062113329
TXD062132147,SHERIDAN DISPOSAL SERVICES,HEMPSTEAD,WALLER,TX,77445,30.2074,-96.1357,Final,1979-11-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD062132147
TXD079348397,RSR CORPORATION,DALLAS,DALLAS,TX,75212,32.776944,-96.8725,Final,1981-04-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD079348397
TXD086278058,FALCON REFINERY,INGLESIDE,SAN PATRICIO,TX,78362,27.860725,-97.179306,Final,1987-06-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD086278058
TXD980513956,SIKES DISPOSAL PITS,CROSBY,HARRIS,TX,77532,29.881669,-95.086669,Final,1979-11-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD980513956
TXD980514814,"FRENCH, LTD.",CROSBY,HARRIS,TX,77532,29.8796,-95.0739,Final,1979-01-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD980514814
TXD980514996,HIGHLANDS ACID PIT,HIGHLANDS,HARRIS,TX,77562,29.8141,-95.0786,Final,1979-03-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD980514996
TXD980623904,"KOPPERS CO., INC. (TEXARKANA PLANT)",TEXARKANA,BOWIE,TX,75501,33.416669,-94.065,Final,1979-11-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD980623904
TXD980629851,"MOTCO, INC.",LA MARQUE,GALVESTON,TX,77590,29.334719,-94.933331,Final,1979-01-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD980629851
TXD980745574,UNITED CREOSOTING CO.,CONROE,MONTGOMERY,TX,77301,30.331669,-95.456669,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD980745574
TXD980748453,GENEVA INDUSTRIES/FUHRMANN ENERGY,HOUSTON,HARRIS,TX,77017,29.66,-95.25,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD980748453
TXD980810386,SOUTH CAVALCADE STREET,HOUSTON,HARRIS,TX,77020,29.798331,-95.347781,Final,1983-07-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD980810386
TXD980864789,MALONE SERVICE CO - SWAN LAKE PLANT,TEXAS CITY,GALVESTON,TX,77590,29.333056,-94.902778,Final,1979-11-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD980864789
TXD980867279,ODESSA CHROMIUM #1,ODESSA,ECTOR,TX,79762,31.881669,-102.4033,Final,1983-10-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD980867279
TXD980873327,SOL LYNN/INDUSTRIAL TRANSFORMERS,HOUSTON,HARRIS,TX,77054,29.678889,-95.398611,Final,1984-05-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD980873327
TXD980873343,NORTH CAVALCADE STREET,HOUSTON,HARRIS,TX,77009,29.806669,-95.349169,Final,1984-05-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD980873343
TXD980873350,"PETRO-CHEMICAL SYSTEMS, INC. (TURTLE BAYOU)",LIBERTY,LIBERTY,TX,77575,29.92,-94.688061,Final,1984-05-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD980873350
TXD990707010,CRYSTAL CHEMICAL CO.,HOUSTON,HARRIS,TX,77042,29.7206,-95.5644,Final,1980-02-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD990707010
TX6213820529,LONGHORN ARMY AMMUNITION PLANT,KARNACK,HARRISON,TX,75661,32.665,-94.123339,Final,1980-09-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TX6213820529
TX7213821831,LONE STAR ARMY AMMUNITION PLANT,TEXARKANA,BOWIE,TX,75501,33.4344,-94.2483,Final,1980-09-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TX7213821831
TX7572024605,AIR FORCE PLANT #4 (GENERAL DYNAMICS),FORT WORTH,TARRANT,TX,76108,32.777781,-97.45,Final,1982-11-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TX7572024605
ARD049658628,MOUNTAIN PINE PRESSURE TREATING,PLAINVIEW,YELL,AR,72857,34.984167,-93.302222,Final,1987-10-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=ARD049658628
ARD008052508,"POPILE, INC.",EL DORADO,UNION,AR,71730,33.1825,-92.673333,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=ARD008052508
TX4890110527,PANTEX PLANT (USDOE),PANTEX VILLAGE,CARSON,TX,79111,35.321944,-101.563611,Final,1980-10-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TX4890110527
NMD986668911,FRUIT AVENUE PLUME,ALBUQUERQUE,BERNALILLO,NM,87102,35.086444,-106.640611,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NMD986668911
LAN000604293,AMERICAN CREOSOTE DERIDDER,DERIDDER,BEAUREGARD,LA,70634,30.831693,-93.276863,Final,2017-08-03,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=LAN000604293
NMD986670156,NORTH RAILROAD AVENUE PLUME,ESPANOLA,RIO ARRIBA,NM,87532,35.9914,-106.081384,Final,1990-08-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NMD986670156
ARD042755231,OUACHITA NEVADA WOOD TREATER,READER,OUACHITA,AR,71726,33.759453,-93.104258,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=ARD042755231
LAD008473142,MARION PRESSURE TREATING,MARION,UNION,LA,71260,32.908333,-92.252944,Final,1991-10-22,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=LAD008473142
OK0001010917,WILCOX OIL COMPANY,CREEK COUNTY,CREEK,OK,74010,35.840805,-96.380193,Final,1994-12-15,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=OK0001010917
TXD008083404,"MANY DIVERSIFIED INTERESTS, INC.",HOUSTON,HARRIS,TX,77020,29.767778,-95.331667,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD008083404
TXD066379645,ROCKWOOL INDUSTRIES INC.,BELL COUNTY,BELL,TX,76513,31.051667,-97.438056,Final,1995-12-08,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD066379645
TX0001399435,CITY OF PERRYTON WELL NO. 2,PERRYTON,OCHILTREE,TX,79070,36.400556,-100.804722,Final,1993-02-09,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TX0001399435
TX0001407444,SPRAGUE ROAD GROUND WATER PLUME,ODESSA,ECTOR,TX,79764,31.918611,-102.428333,Final,1996-04-12,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TX0001407444
TX0001414341,STAR LAKE CANAL,PORT NECHES,JEFFERSON,TX,77651,29.975,-93.917,Final,1996-07-23,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TX0001414341
NM0002271286,GRIGGS & WALNUT GROUND WATER PLUME,LAS CRUCES,DONA ANA,NM,88004,32.315556,-106.76,Final,1997-04-30,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NM0002271286
NM0007271768,GRANTS CHLORINATED SOLVENTS,GRANTS,CIBOLA,NM,87020,35.155778,-107.843889,Final,1998-09-30,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NM0007271768
TXSFN0605177,STATE ROAD 114 GROUNDWATER PLUME,LEVELLAND,HOCKLEY,TX,79336,33.599883,-102.405561,Final,1999-04-12,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXSFN0605177
TXN000605240,"LANE PLATING WORKS, INC",DALLAS,DALLAS,TX,75241,32.687886,-96.769485,Final,2018-01-18,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXN000605240
TX0000605264,BRINE SERVICE COMPANY,CORPUS CHRISTI,NUECES,TX,78409,27.815372,-97.508606,Final,1997-11-03,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TX0000605264
TX0000605329,PATRICK BAYOU,DEER PARK,HARRIS,TX,77536,29.731944,-95.114583,Final,1993-01-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TX0000605329
TX0000605363,DONNA RESERVOIR AND CANAL SYSTEM,Donna,HIDALGO,TX,78537,26.112286,-98.086469,Final,2001-02-15,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TX0000605363
NM0000605386,MCGAFFEY AND MAIN GROUNDWATER PLUME,ROSWELL,CHAVES,NM,88201,33.379792,-104.518722,Final,2001-03-09,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NM0000605386
TXN000605460,JONES ROAD GROUND WATER PLUME,HOUSTON,HARRIS,TX,77070,29.938372,-95.585473,Final,2002-04-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXN000605460
LAN000605517,EVR-WOOD TREATING/EVANGELINE REFINING COMPANY,EVANGELINE,ACADIA,LA,70537,30.248056,-92.6175,Final,2003-03-10,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=LAN000605517
TXN000605649,SANDY BEACH ROAD GROUND WATER PLUME,PELICAN BAY,TARRANT,TX,76020,32.928472,-97.525,Final,1995-06-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXN000605649
TXN000606565,BANDERA ROAD GROUND WATER PLUME,SAN ANTONIO,BEXAR,TX,78238,29.494433,-98.6205,Final,2004-06-15,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXN000606565
TXN000606611,SAN JACINTO RIVER WASTE PITS,Channelview,HARRIS,TX,77530,29.7944,-95.0625,Final,2005-04-14,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXN000606611
TXN000606614,EAST 67TH STREET GROUND WATER PLUME,ODESSA,ECTOR,TX,79762,31.908611,-102.385833,Final,2005-04-18,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXN000606614
TXN000606668,MIDESSA GROUND WATER PLUME,MIDLAND,MIDLAND,TX,79706,31.90635,-102.233669,Final,2006-07-03,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXN000606668
TXN000606716,HIGHWAY 18 GROUND WATER,KERMIT,WINKLER,TX,79745,31.852,-103.090681,Final,2016-09-09,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXN000606716
TXN000606760,NORTH EAST 2ND STREET SITE,HAPPY,SWISHER,TX,79042,34.745,-101.853333,Final,2006-08-07,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXN000606760
TXD007357932,VAN DER HORST USA CORPORATION,TERRELL,KAUFMAN,TX,75160,32.734167,-96.273889,Final,2008-07-16,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD007357932
TXD988034328,DELFASCO FORGE,GRAND PRAIRIE,DALLAS,TX,75050,32.750269,-96.963228,Final,2018-05-17,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD988034328
TXN000606965,CIRCLE COURT GROUND WATER PLUME,WILLOW PARK,PARKER,TX,76087,32.744778,-97.679763,Final,2007-05-04,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXN000606965
TXN000606992,WEST COUNTY ROAD 112 GROUND WATER,MIDLAND,MIDLAND,TX,79706,31.964129,-102.094921,Final,2009-04-09,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXN000606992
TXD057567216,"ELDORADO CHEMICAL CO., INC.",LIVE OAK,BEXAR,TX,78233,29.568833,-98.350042,Final,2016-04-07,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXD057567216
NMN000607033,JACKPILE-PAGUATE URANIUM MINE,LAGUNA PUEBLO,CIBOLA,NM,87040,35.133728,-107.347372,Final,2009-10-06,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NMN000607033
NMN000607057,LEA AND WEST SECOND STREET,ROSWELL,CHAVES,NM,88202,33.394079,-104.529951,Final,2015-09-30,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NMN000607057
OKN000607068,EAGLE INDUSTRIES,MIDWEST CITY,OKLAHOMA,OK,73130,35.435631,-97.337507,Final,2017-08-03,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=OKN000607068
TXN000607093,US OIL RECOVERY,PASADENA,HARRIS,TX,77506,29.718389,-95.221528,Final,2010-07-05,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXN000607093
LAN000607134,COLONIAL CREOSOTE,BOGALUSA,WASHINGTON,LA,70429,30.768056,-89.863889,Final,2015-03-26,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=LAN000607134
OKN000607147,HENRYETTA IRON AND METAL,HENRYETTA,OKMULGEE,OK,74437,35.439996,-95.999803,Final,2019-11-08,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=OKN000607147
TXN000607441,MAIN STREET GROUND WATER PLUME,BURNET,BURNET,TX,78611,30.737148,-98.22544,Final,2015-03-26,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXN000607441
LAD008434185,SBA SHIPYARD,JENNINGS,JEFFERSON DAVIS,LA,70546,30.160603,-92.612236,Final,2015-09-30,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=LAD008434185
TXN000607499,NORTHWEST ODESSA GROUNDWATER,ODESSA,ECTOR,TX,79762,31.894444,-102.388889,Final,2020-09-03,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=TXN000607499
NMN000622185,CARLISLE VILLAGE CLEANERS,ALBUQUERQUE,BERNALILLO,NM,87108,35.063833,-106.603908,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=NMN000622185
MOD981717036,OAK GROVE VILLAGE WELL,SULLIVAN,FRANKLIN,MO,63080,38.220972,-91.149461,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=MOD981717036
IAD000606038,LAWRENCE TODTZ FARM,CAMANCHE,CLINTON,IA,52730,41.787781,-90.292639,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=IAD000606038
IAD039954300,PCE FORMER DRY CLEANER,ATLANTIC,CASS,IA,50022,41.403717,-94.995764,Final,2015-09-30,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=IAD039954300
IAD069625655,MIDWEST MANUFACTURING/NORTH FARM,KELLOGG,JASPER,IA,50135,41.746811,-92.893061,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=IAD069625655
IAD980630487,VOGEL PAINT & WAX CO.,MAURICE,SIOUX,IA,51036,42.934439,-96.193339,Final,1979-10-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=IAD980630487
IAD980630560,SHAW AVENUE DUMP,CHARLES CITY,FLOYD,IA,50616,43.0563,-92.6631,Final,1981-05-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=IAD980630560
IAD980687933,DES MOINES TCE,DES MOINES,POLK,IA,50309,41.5781,-93.636,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=IAD980687933
IAD980852578,PEOPLES NATURAL GAS CO.,DUBUQUE,DUBUQUE,IA,52001,42.505281,-90.658889,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=IAD980852578
IAD980969190,MASON CITY COAL GASIFICATION PLANT,MASON CITY,CERRO GORDO,IA,50401,43.1476,-93.1992,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=IAD980969190
IAD981124167,FAIRFIELD COAL GASIFICATION PLANT,FAIRFIELD,JEFFERSON,IA,52556,41.0062,-91.9724,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=IAD981124167
IA7213820445,IOWA ARMY AMMUNITION PLANT,MIDDLETOWN,DES MOINES,IA,52638,40.808331,-91.246669,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=IA7213820445
KSD000829846,PESTER REFINERY CO.,EL DORADO,BUTLER,KS,67042,37.839364,-96.857611,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=KSD000829846
KSD031349624,"CHEMICAL COMMODITIES, INC.",OLATHE,JOHNSON,KS,66061,38.878244,-94.805603,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=KSD031349624
KSD046746731,ACE SERVICES,COLBY,THOMAS,KS,67701,39.396267,-101.040361,Final,1980-08-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=KSD046746731
KSD980631766,OBEE ROAD,HUTCHINSON,RENO,KS,67501,38.063503,-97.857775,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=KSD980631766
KSD980632301,DOEPKE DISPOSAL (HOLLIDAY),SHAWNEE MISSION,JOHNSON,KS,66218,39.036314,-94.794083,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=KSD980632301
KSD980741862,CHEROKEE COUNTY,CHEROKEE COUNTY,CHEROKEE,KS,66739,37.079653,-94.724186,Final,1979-11-01,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=KSD980741862
KSD980862726,STROTHER FIELD INDUSTRIAL PARK,WINFIELD,COWLEY,KS,67156,37.172031,-97.028919,Final,,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=KSD980862726
